timestamp,district,season,hour,temperature_c,humidity_percent,rainfall_mm,solar_irradiance_wm2,wind_speed_ms,pressure_hpa,soil_moisture_percent,crop_stage,irrigation_demand_level,electricity_consumption_kwh,water_consumption_m3,gas_consumption_m3,renewable_energy_kwh,weather_condition,heat_index_c,smart_irrigation_action,outdoor_advice,farmer_field_advice,electricity_cost_tk,water_cost_tk,gas_cost_tk,hourly_cost_tk,currency_symbol
2026-04-05 12:00:00,Barisal,Pre-Monsoon,12,36.63,60,0,760,4,1010.56,30,Seedling,5,5.87,1.95,0.99,15,Sunny,41.43,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.9,4.88,3.17,57.95,৳
2026-04-05 13:00:00,Barisal,Pre-Monsoon,13,36.8,60,0,734,5,1010.56,30,Seedling,5,5.88,1.95,1.03,15,Sunny,41.6,Water ON,Go Outside With Caution,Go to Field for Irrigation,49.98,4.88,3.3,58.16,৳
2026-04-05 14:00:00,Barisal,Pre-Monsoon,14,36.63,60,0,658,5,1010.56,30,Seedling,5,5.76,1.95,1.05,13,Sunny,41.43,Water ON,Go Outside With Caution,Go to Field for Irrigation,48.96,4.88,3.36,57.2,৳
2026-04-05 15:00:00,Barisal,Pre-Monsoon,15,36.13,61,0,537,5,1010.56,31,Seedling,5,5.52,1.95,1.06,11,Sunny,41.01,Water ON,Go Outside With Caution,Go to Field for Irrigation,46.92,4.88,3.39,55.19,৳
2026-04-05 16:00:00,Barisal,Pre-Monsoon,16,35.33,61,0,380,5,1010.56,32,Seedling,5,5.18,1.95,1.05,8,Clear,40.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,44.03,4.88,3.36,52.27,৳
2026-04-05 17:00:00,Barisal,Pre-Monsoon,17,34.3,62,0,197,5,1010.56,33,Seedling,4,3.64,1.67,1.03,4,Clear,39.26,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.94,4.18,3.3,38.42,৳
2026-04-05 18:00:00,Barisal,Pre-Monsoon,18,33.09,77,9,0,6,1002.46,51,Seedling,0,2.68,0.55,0.99,1,Heavy Rain,39.25,Water OFF,Do Not Go Outside,Delay Field Visit,22.78,1.38,3.17,27.33,৳
2026-04-05 19:00:00,Barisal,Pre-Monsoon,19,31.8,75,7,0,5,1004.26,49,Seedling,1,2.65,0.83,0.94,1,Light Rain,37.8,Water OFF,Go Outside With Caution,Routine Check Optional,22.52,2.07,3.01,27.6,৳
2026-04-05 20:00:00,Barisal,Pre-Monsoon,20,30.51,73,5,0,4,1006.06,45,Seedling,2,2.62,1.11,0.88,1,Light Rain,36.35,Water OFF,Go Outside With Caution,Routine Check Optional,22.27,2.78,2.82,27.87,৳
2026-04-05 21:00:00,Barisal,Pre-Monsoon,21,29.3,70,3,0,3,1007.86,41,Seedling,2,2.77,1.11,0.82,0,Light Rain,34.9,Water OFF,Go Outside With Caution,Routine Check Optional,23.54,2.78,2.62,28.94,৳
2026-04-05 22:00:00,Barisal,Pre-Monsoon,22,28.26,66,0,0,3,1010.56,36,Seedling,4,3.16,1.67,0.88,0,Clear,33.54,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.86,4.18,2.82,33.86,৳
2026-04-05 23:00:00,Barisal,Pre-Monsoon,23,27.47,67,0,0,4,1010.56,36,Seedling,4,3.28,1.67,0.94,1,Clear,32.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.88,4.18,3.01,35.07,৳
2026-04-06 00:00:00,Chattogram,Pre-Monsoon,0,25.97,68,0,0,4,1010.4,36,Seedling,4,3.48,1.67,0.99,1,Clear,31.41,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.17,36.93,৳
2026-04-06 01:00:00,Chattogram,Pre-Monsoon,1,25.8,68,0,0,5,1010.4,36,Seedling,4,3.54,1.67,1.03,1,Clear,31.24,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.3,37.57,৳
2026-04-06 02:00:00,Chattogram,Pre-Monsoon,2,25.97,68,0,0,5,1010.4,36,Seedling,4,3.56,1.67,1.05,1,Clear,31.41,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.26,4.18,3.36,37.8,৳
2026-04-06 03:00:00,Chattogram,Pre-Monsoon,3,26.47,67,0,0,5,1010.4,36,Seedling,4,3.54,1.67,1.06,1,Clear,31.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.39,37.66,৳
2026-04-06 04:00:00,Chattogram,Pre-Monsoon,4,27.26,67,0,0,5,1010.4,36,Seedling,4,3.48,1.67,1.05,1,Clear,32.62,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.36,37.12,৳
2026-04-06 05:00:00,Chattogram,Pre-Monsoon,5,28.3,66,0,0,5,1010.4,36,Seedling,4,3.38,1.67,1.03,1,Clear,33.58,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.3,36.21,৳
2026-04-06 06:00:00,Chattogram,Pre-Monsoon,6,29.51,65,0,0,4,1010.4,36,Seedling,4,3.26,1.67,0.99,1,Clear,34.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,3.17,35.06,৳
2026-04-06 07:00:00,Chattogram,Pre-Monsoon,7,30.8,64,0,197,4,1010.4,36,Seedling,4,3.47,1.67,0.94,4,Clear,35.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.5,4.18,3.01,36.69,৳
2026-04-06 08:00:00,Chattogram,Pre-Monsoon,8,32.09,64,0,380,3,1010.4,36,Seedling,4,3.64,1.67,0.88,8,Clear,37.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.94,4.18,2.82,37.94,৳
2026-04-06 09:00:00,Chattogram,Pre-Monsoon,9,33.3,63,0,537,3,1010.4,34,Seedling,4,4.08,1.67,0.82,11,Sunny,38.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,34.68,4.18,2.62,41.48,৳
2026-04-06 10:00:00,Chattogram,Pre-Monsoon,10,34.34,62,0,658,3,1010.4,33,Seedling,4,4.44,1.67,0.88,13,Sunny,39.3,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.74,4.18,2.82,44.74,৳
2026-04-06 11:00:00,Chattogram,Pre-Monsoon,11,35.13,61,0,734,4,1010.4,32,Seedling,4,5.7,1.67,0.94,15,Sunny,40.01,Water ON,Safe to Go Outside,Go to Field for Irrigation,48.45,4.18,3.01,55.64,৳
2026-04-06 12:00:00,Chattogram,Pre-Monsoon,12,35.63,61,0,760,4,1010.4,32,Seedling,5,5.96,1.95,0.99,15,Sunny,40.51,Water ON,Safe to Go Outside,Go to Field for Irrigation,50.66,4.88,3.17,58.71,৳
2026-04-06 13:00:00,Chattogram,Pre-Monsoon,13,35.8,72,7,392,6,1004.1,44,Seedling,2,5.0,1.11,1.03,8,Light Rain,41.56,Water OFF,Go Outside With Caution,Routine Check Optional,42.5,2.78,3.3,48.58,৳
2026-04-06 14:00:00,Chattogram,Pre-Monsoon,14,35.63,75,9,263,6,1002.3,48,Seedling,1,4.67,0.83,1.05,6,Heavy Rain,41.63,Water OFF,Do Not Go Outside,Delay Field Visit,39.7,2.07,3.36,45.13,৳
2026-04-06 15:00:00,Chattogram,Pre-Monsoon,15,35.13,77,10,179,7,1001.4,50,Seedling,0,4.38,0.55,1.06,4,Heavy Rain,41.29,Water OFF,Do Not Go Outside,Delay Field Visit,37.23,1.38,3.39,42.0,৳
2026-04-06 16:00:00,Chattogram,Pre-Monsoon,16,34.34,78,10,127,7,1001.4,51,Seedling,0,3.22,0.55,1.05,3,Heavy Rain,40.58,Water OFF,Do Not Go Outside,Delay Field Visit,27.37,1.38,3.36,32.11,৳
2026-04-06 17:00:00,Chattogram,Pre-Monsoon,17,33.3,63,0,197,5,1010.4,34,Seedling,4,3.73,1.67,1.03,4,Clear,38.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,31.7,4.18,3.3,39.18,৳
2026-04-06 18:00:00,Chattogram,Pre-Monsoon,18,32.09,64,0,0,4,1010.4,36,Seedling,4,3.26,1.67,0.99,1,Clear,37.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,3.17,35.06,৳
2026-04-06 19:00:00,Chattogram,Pre-Monsoon,19,30.8,64,0,0,4,1010.4,36,Seedling,4,3.11,1.67,0.94,1,Clear,35.92,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.44,4.18,3.01,33.63,৳
2026-04-06 20:00:00,Chattogram,Pre-Monsoon,20,29.51,65,0,0,3,1010.4,36,Seedling,4,2.96,1.67,0.88,0,Clear,34.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,25.16,4.18,2.82,32.16,৳
2026-04-06 21:00:00,Chattogram,Pre-Monsoon,21,28.3,66,0,0,3,1010.4,36,Seedling,4,3.11,1.67,0.82,0,Clear,33.58,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.44,4.18,2.62,33.24,৳
2026-04-06 22:00:00,Chattogram,Pre-Monsoon,22,27.26,67,0,0,3,1010.4,36,Seedling,4,3.26,1.67,0.88,0,Clear,32.62,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.71,4.18,2.82,34.71,৳
2026-04-06 23:00:00,Chattogram,Pre-Monsoon,23,26.47,67,0,0,4,1010.4,36,Seedling,4,3.38,1.67,0.94,1,Clear,31.83,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.01,35.92,৳
2026-04-07 00:00:00,Sylhet,Pre-Monsoon,0,24.97,69,0,0,4,1010.14,36,Seedling,4,3.44,1.67,0.99,1,Clear,30.49,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.17,36.59,৳
2026-04-07 01:00:00,Sylhet,Pre-Monsoon,1,24.8,69,0,0,5,1010.14,36,Seedling,4,3.5,1.67,1.03,1,Clear,30.32,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.75,4.18,3.3,37.23,৳
2026-04-07 02:00:00,Sylhet,Pre-Monsoon,2,24.97,69,0,0,5,1010.14,36,Seedling,4,3.52,1.67,1.05,1,Clear,30.49,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.92,4.18,3.36,37.46,৳
2026-04-07 03:00:00,Sylhet,Pre-Monsoon,3,25.47,68,0,0,5,1010.14,36,Seedling,4,3.5,1.67,1.06,1,Clear,30.91,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.75,4.18,3.39,37.32,৳
2026-04-07 04:00:00,Sylhet,Pre-Monsoon,4,26.27,68,0,0,5,1010.14,36,Seedling,4,3.44,1.67,1.05,1,Clear,31.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.36,36.78,৳
2026-04-07 05:00:00,Sylhet,Pre-Monsoon,5,27.3,67,0,0,5,1010.14,36,Seedling,4,3.34,1.67,1.03,1,Clear,32.66,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.39,4.18,3.3,35.87,৳
2026-04-07 06:00:00,Sylhet,Pre-Monsoon,6,28.51,66,0,0,4,1010.14,36,Seedling,4,3.22,1.67,0.99,1,Clear,33.79,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,3.17,34.72,৳
2026-04-07 07:00:00,Sylhet,Pre-Monsoon,7,29.8,65,0,197,4,1010.14,36,Seedling,4,3.43,1.67,0.94,4,Clear,35.0,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.16,4.18,3.01,36.35,৳
2026-04-07 08:00:00,Sylhet,Pre-Monsoon,8,31.09,72,5,253,4,1005.64,45,Seedling,2,3.14,1.11,0.88,5,Light Rain,36.85,Water OFF,Go Outside With Caution,Routine Check Optional,26.69,2.78,2.82,32.29,৳
2026-04-07 09:00:00,Sylhet,Pre-Monsoon,9,32.3,68,3,430,3,1007.44,41,Seedling,2,3.61,1.11,0.82,9,Light Rain,37.74,Water OFF,Go Outside With Caution,Routine Check Optional,30.68,2.78,2.62,36.08,৳
2026-04-07 10:00:00,Sylhet,Pre-Monsoon,10,33.34,64,1,614,4,1009.24,36,Seedling,3,4.21,1.39,0.88,12,Light Rain,38.46,Water OFF,Go Outside With Caution,Routine Check Optional,35.78,3.47,2.82,42.07,৳
2026-04-07 11:00:00,Sylhet,Pre-Monsoon,11,34.13,67,3,587,4,1007.44,38,Seedling,3,4.28,1.39,0.94,12,Light Rain,39.49,Water OFF,Go Outside With Caution,Routine Check Optional,36.38,3.47,3.01,42.86,৳
2026-04-07 12:00:00,Sylhet,Pre-Monsoon,12,34.63,62,0,760,4,1010.14,33,Seedling,4,4.81,1.67,0.99,15,Sunny,39.59,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.88,4.18,3.17,48.23,৳
2026-04-07 13:00:00,Sylhet,Pre-Monsoon,13,34.8,62,0,734,5,1010.14,33,Seedling,4,4.82,1.67,1.03,15,Sunny,39.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.97,4.18,3.3,48.45,৳
2026-04-07 14:00:00,Sylhet,Pre-Monsoon,14,34.63,62,0,658,5,1010.14,33,Seedling,4,4.71,1.67,1.05,13,Sunny,39.59,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.03,4.18,3.36,47.57,৳
2026-04-07 15:00:00,Sylhet,Pre-Monsoon,15,34.13,62,0,537,5,1010.14,33,Seedling,4,4.47,1.67,1.06,11,Sunny,39.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.99,4.18,3.39,45.56,৳
2026-04-07 16:00:00,Sylhet,Pre-Monsoon,16,33.34,63,0,380,5,1010.14,34,Seedling,4,4.12,1.67,1.05,8,Clear,38.38,Water ON,Safe to Go Outside,Go to Field for Irrigation,35.02,4.18,3.36,42.56,৳
2026-04-07 17:00:00,Sylhet,Pre-Monsoon,17,32.3,63,0,197,5,1010.14,36,Seedling,4,3.7,1.67,1.03,4,Clear,37.34,Water ON,Safe to Go Outside,Go to Field for Irrigation,31.45,4.18,3.3,38.93,৳
2026-04-07 18:00:00,Sylhet,Pre-Monsoon,18,31.09,64,0,0,4,1010.14,36,Seedling,4,3.22,1.67,0.99,1,Clear,36.21,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,3.17,34.72,৳
2026-04-07 19:00:00,Sylhet,Pre-Monsoon,19,29.8,65,0,0,4,1010.14,36,Seedling,4,3.08,1.67,0.94,1,Clear,35.0,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,3.01,33.37,৳
2026-04-07 20:00:00,Sylhet,Pre-Monsoon,20,28.51,66,0,0,3,1010.14,36,Seedling,4,2.92,1.67,0.88,0,Clear,33.79,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.82,4.18,2.82,31.82,৳
2026-04-07 21:00:00,Sylhet,Pre-Monsoon,21,27.3,67,0,0,3,1010.14,36,Seedling,4,3.08,1.67,0.82,0,Clear,32.66,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,2.62,32.98,৳
2026-04-07 22:00:00,Sylhet,Pre-Monsoon,22,26.27,68,0,0,3,1010.14,36,Seedling,4,3.22,1.67,0.88,0,Clear,31.71,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,2.82,34.37,৳
2026-04-07 23:00:00,Sylhet,Pre-Monsoon,23,25.47,68,0,0,4,1010.14,36,Seedling,4,3.34,1.67,0.94,1,Clear,30.91,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.39,4.18,3.01,35.58,৳
2026-04-08 00:00:00,Rangpur,Pre-Monsoon,0,24.35,69,0,0,4,1009.86,36,Seedling,4,3.3,1.67,0.99,1,Clear,29.87,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.05,4.18,3.17,35.4,৳
2026-04-08 01:00:00,Rangpur,Pre-Monsoon,1,24.18,69,0,0,5,1009.86,36,Seedling,4,3.36,1.67,1.03,1,Clear,29.7,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.56,4.18,3.3,36.04,৳
2026-04-08 02:00:00,Rangpur,Pre-Monsoon,2,24.35,69,0,0,5,1009.86,36,Seedling,4,3.38,1.67,1.05,1,Clear,29.87,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.73,4.18,3.36,36.27,৳
2026-04-08 03:00:00,Rangpur,Pre-Monsoon,3,24.85,85,10,0,7,1000.86,54,Seedling,0,2.88,0.55,1.06,1,Heavy Rain,31.65,Water OFF,Do Not Go Outside,Delay Field Visit,24.48,1.38,3.39,29.25,৳
2026-04-08 04:00:00,Rangpur,Pre-Monsoon,4,25.65,84,10,0,7,1000.86,54,Seedling,0,2.82,0.55,1.05,1,Heavy Rain,32.37,Water OFF,Do Not Go Outside,Delay Field Visit,23.97,1.38,3.36,28.71,৳
2026-04-08 05:00:00,Rangpur,Pre-Monsoon,5,26.68,83,10,0,6,1000.86,54,Seedling,0,2.72,0.55,1.03,1,Heavy Rain,33.32,Water OFF,Do Not Go Outside,Delay Field Visit,23.12,1.38,3.3,27.8,৳
2026-04-08 06:00:00,Rangpur,Pre-Monsoon,6,27.89,81,9,0,6,1001.76,52,Seedling,0,2.6,0.55,0.99,1,Heavy Rain,34.37,Water OFF,Do Not Go Outside,Delay Field Visit,22.1,1.38,3.17,26.65,৳
2026-04-08 07:00:00,Rangpur,Pre-Monsoon,7,29.18,66,0,197,4,1009.86,36,Seedling,4,3.29,1.67,0.94,4,Clear,34.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.96,4.18,3.01,35.15,৳
2026-04-08 08:00:00,Rangpur,Pre-Monsoon,8,30.48,65,0,380,3,1009.86,36,Seedling,4,3.46,1.67,0.88,8,Clear,35.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.41,4.18,2.82,36.41,৳
2026-04-08 09:00:00,Rangpur,Pre-Monsoon,9,31.68,64,0,537,3,1009.86,36,Seedling,4,3.9,1.67,0.82,11,Sunny,36.8,Water ON,Safe to Go Outside,Go to Field for Irrigation,33.15,4.18,2.62,39.95,৳
2026-04-08 10:00:00,Rangpur,Pre-Monsoon,10,32.72,63,0,658,3,1009.86,35,Seedling,4,4.26,1.67,0.88,13,Sunny,37.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,36.21,4.18,2.82,43.21,৳
2026-04-08 11:00:00,Rangpur,Pre-Monsoon,11,33.51,63,0,734,4,1009.86,34,Seedling,4,4.53,1.67,0.94,15,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,38.51,4.18,3.01,45.7,৳
2026-04-08 12:00:00,Rangpur,Pre-Monsoon,12,34.01,62,0,760,4,1009.86,34,Seedling,4,4.67,1.67,0.99,15,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.7,4.18,3.17,47.05,৳
2026-04-08 13:00:00,Rangpur,Pre-Monsoon,13,34.18,62,0,734,5,1009.86,33,Seedling,4,4.68,1.67,1.03,15,Sunny,39.14,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.78,4.18,3.3,47.26,৳
2026-04-08 14:00:00,Rangpur,Pre-Monsoon,14,34.01,62,0,658,5,1009.86,34,Seedling,4,4.56,1.67,1.05,13,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,38.76,4.18,3.36,46.3,৳
2026-04-08 15:00:00,Rangpur,Pre-Monsoon,15,33.51,63,0,537,5,1009.86,34,Seedling,4,4.33,1.67,1.06,11,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,36.8,4.18,3.39,44.37,৳
2026-04-08 16:00:00,Rangpur,Pre-Monsoon,16,32.72,63,0,380,5,1009.86,35,Seedling,4,3.98,1.67,1.05,8,Clear,37.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,33.83,4.18,3.36,41.37,৳
2026-04-08 17:00:00,Rangpur,Pre-Monsoon,17,31.68,64,0,197,5,1009.86,36,Seedling,4,3.56,1.67,1.03,4,Clear,36.8,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.26,4.18,3.3,37.74,৳
2026-04-08 18:00:00,Rangpur,Pre-Monsoon,18,30.48,65,0,0,4,1009.86,36,Seedling,4,3.08,1.67,0.99,1,Clear,35.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,3.17,33.53,৳
2026-04-08 19:00:00,Rangpur,Pre-Monsoon,19,29.18,66,0,0,4,1009.86,36,Seedling,4,2.94,1.67,0.94,1,Clear,34.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.99,4.18,3.01,32.18,৳
2026-04-08 20:00:00,Rangpur,Pre-Monsoon,20,27.89,66,0,0,3,1009.86,36,Seedling,4,2.78,1.67,0.88,0,Clear,33.17,Water ON,Safe to Go Outside,Go to Field for Irrigation,23.63,4.18,2.82,30.63,৳
2026-04-08 21:00:00,Rangpur,Pre-Monsoon,21,26.68,67,0,0,3,1009.86,36,Seedling,4,2.94,1.67,0.82,0,Clear,32.04,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.99,4.18,2.62,31.79,৳
2026-04-08 22:00:00,Rangpur,Pre-Monsoon,22,25.65,68,0,0,3,1009.86,36,Seedling,4,3.08,1.67,0.88,0,Clear,31.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,2.82,33.18,৳
2026-04-08 23:00:00,Rangpur,Pre-Monsoon,23,24.85,69,0,0,4,1009.86,36,Seedling,4,3.2,1.67,0.94,1,Clear,30.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.2,4.18,3.01,34.39,৳
2026-04-09 00:00:00,Dhaka,Pre-Monsoon,0,24.35,77,5,0,5,1005.1,45,Seedling,2,3.2,1.11,0.99,1,Light Rain,30.51,Water OFF,Go Outside With Caution,Routine Check Optional,27.2,2.78,3.17,33.15,৳
2026-04-09 01:00:00,Dhaka,Pre-Monsoon,1,24.18,80,7,0,6,1003.3,49,Seedling,1,3.14,0.83,1.03,1,Light Rain,30.58,Water OFF,Go Outside With Caution,Routine Check Optional,26.69,2.07,3.3,32.06,৳
2026-04-09 02:00:00,Dhaka,Pre-Monsoon,2,24.35,69,0,0,5,1009.6,36,Seedling,4,3.52,1.67,1.05,1,Clear,29.87,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.92,4.18,3.36,37.46,৳
2026-04-09 03:00:00,Dhaka,Pre-Monsoon,3,24.85,69,0,0,5,1009.6,36,Seedling,4,3.5,1.67,1.06,1,Clear,30.37,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.75,4.18,3.39,37.32,৳
2026-04-09 04:00:00,Dhaka,Pre-Monsoon,4,25.65,68,0,0,5,1009.6,36,Seedling,4,3.44,1.67,1.05,1,Clear,31.09,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.24,4.18,3.36,36.78,৳
2026-04-09 05:00:00,Dhaka,Pre-Monsoon,5,26.68,67,0,0,5,1009.6,36,Seedling,4,3.34,1.67,1.03,1,Clear,32.04,Water ON,Safe to Go Outside,Go to Field for Irrigation,28.39,4.18,3.3,35.87,৳
2026-04-09 06:00:00,Dhaka,Pre-Monsoon,6,27.89,66,0,0,4,1009.6,36,Seedling,4,3.22,1.67,0.99,1,Clear,33.17,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,3.17,34.72,৳
2026-04-09 07:00:00,Dhaka,Pre-Monsoon,7,29.18,66,0,197,4,1009.6,36,Seedling,4,3.43,1.67,0.94,4,Clear,34.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.16,4.18,3.01,36.35,৳
2026-04-09 08:00:00,Dhaka,Pre-Monsoon,8,30.48,65,0,380,3,1009.6,36,Seedling,4,3.6,1.67,0.88,8,Clear,35.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.6,4.18,2.82,37.6,৳
2026-04-09 09:00:00,Dhaka,Pre-Monsoon,9,31.68,64,0,537,3,1009.6,36,Seedling,4,4.04,1.67,0.82,11,Sunny,36.8,Water ON,Safe to Go Outside,Go to Field for Irrigation,34.34,4.18,2.62,41.14,৳
2026-04-09 10:00:00,Dhaka,Pre-Monsoon,10,32.72,63,0,658,3,1009.6,35,Seedling,4,4.41,1.67,0.88,13,Sunny,37.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.48,4.18,2.82,44.48,৳
2026-04-09 11:00:00,Dhaka,Pre-Monsoon,11,33.51,63,0,734,4,1009.6,34,Seedling,4,4.67,1.67,0.94,15,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,39.7,4.18,3.01,46.89,৳
2026-04-09 12:00:00,Dhaka,Pre-Monsoon,12,34.01,62,0,760,4,1009.6,34,Seedling,4,4.81,1.67,0.99,15,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.88,4.18,3.17,48.23,৳
2026-04-09 13:00:00,Dhaka,Pre-Monsoon,13,34.18,62,0,734,5,1009.6,33,Seedling,4,4.82,1.67,1.03,15,Sunny,39.14,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.97,4.18,3.3,48.45,৳
2026-04-09 14:00:00,Dhaka,Pre-Monsoon,14,34.01,62,0,658,5,1009.6,34,Seedling,4,4.71,1.67,1.05,13,Sunny,38.97,Water ON,Safe to Go Outside,Go to Field for Irrigation,40.03,4.18,3.36,47.57,৳
2026-04-09 15:00:00,Dhaka,Pre-Monsoon,15,33.51,63,0,537,5,1009.6,34,Seedling,4,4.47,1.67,1.06,11,Sunny,38.55,Water ON,Safe to Go Outside,Go to Field for Irrigation,37.99,4.18,3.39,45.56,৳
2026-04-09 16:00:00,Dhaka,Pre-Monsoon,16,32.72,63,0,380,5,1009.6,35,Seedling,4,4.12,1.67,1.05,8,Clear,37.76,Water ON,Safe to Go Outside,Go to Field for Irrigation,35.02,4.18,3.36,42.56,৳
2026-04-09 17:00:00,Dhaka,Pre-Monsoon,17,31.68,64,0,197,5,1009.6,36,Seedling,4,3.7,1.67,1.03,4,Clear,36.8,Water ON,Safe to Go Outside,Go to Field for Irrigation,31.45,4.18,3.3,38.93,৳
2026-04-09 18:00:00,Dhaka,Pre-Monsoon,18,30.48,65,0,0,4,1009.6,36,Seedling,4,3.22,1.67,0.99,1,Clear,35.68,Water ON,Safe to Go Outside,Go to Field for Irrigation,27.37,4.18,3.17,34.72,৳
2026-04-09 19:00:00,Dhaka,Pre-Monsoon,19,29.18,66,0,0,4,1009.6,36,Seedling,4,3.08,1.67,0.94,1,Clear,34.46,Water ON,Safe to Go Outside,Go to Field for Irrigation,26.18,4.18,3.01,33.37,৳
2026-04-09 20:00:00,Dhaka,Pre-Monsoon,20,27.89,66,0,0,3,1009.6,36,Seedling,4,2.92,1.67,0.88,0,Clear,33.17,Water ON,Safe to Go Outside,Go to Field for Irrigation,24.82,4.18,2.82,31.82,৳
2026-04-09 21:00:00,Dhaka,Pre-Monsoon,21,26.68,72,3,0,3,1006.9,41,Seedling,2,2.84,1.11,0.82,0,Light Rain,32.44,Water OFF,Go Outside With Caution,Routine Check Optional,24.14,2.78,2.62,29.54,৳
2026-04-09 22:00:00,Dhaka,Pre-Monsoon,22,25.65,70,1,0,4,1008.7,38,Seedling,3,3.1,1.39,0.88,1,Light Rain,31.25,Water OFF,Go Outside With Caution,Routine Check Optional,26.35,3.47,2.82,32.64,৳
2026-04-09 23:00:00,Dhaka,Pre-Monsoon,23,24.85,73,3,0,4,1006.9,41,Seedling,2,3.1,1.11,0.94,1,Light Rain,30.69,Water OFF,Go Outside With Caution,Routine Check Optional,26.35,2.78,3.01,32.14,৳
2026-04-10 00:00:00,Mymensingh,Pre-Monsoon,0,24.97,69,0,0,4,1009.44,36,Seedling,4,3.48,1.67,0.99,1,Clear,30.49,Water ON,Safe to Go Outside,Go to Field for Irrigation,29.58,4.18,3.17,36.93,৳
2026-04-10 01:00:00,Mymensingh,Pre-Monsoon,1,24.8,69,0,0,5,1009.44,36,Seedling,4,3.54,1.67,1.03,1,Clear,30.32,Water ON,Safe to Go Outside,Go to Field for Irrigation,30.09,4.18,3.3,37.57,৳
